cps19_citizenship,cps19_age,cps19_province,cps19_education,cps19_gender,cps19_lr_parties_1,cps19_lr_parties_2,cps19_votechoice,cps19_income_number,cps19_income_cat,cps19_lr_scale_bef_1,vote_liberal,vote_conservative
Canadian citizen,65,Quebec,"Some technical, community college, CEGEP, College Classique",A man,6,8,People's Party,NA,"$1 to $30,000",NA,0,0
Canadian citizen,22,Alberta,"Some technical, community college, CEGEP, College Classique",A woman,3,8,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,6,0,0
Canadian citizen,59,Alberta,"Some technical, community college, CEGEP, College Classique",A woman,10,3,Conservative Party,90000,NA,NA,0,1
Canadian citizen,26,Ontario,"Some technical, community college, CEGEP, College Classique",A man,3,9,Conservative Party,30000,NA,6,0,1
Canadian citizen,59,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,4,7,Liberal Party,NA,"$90,001 to $110,000",4,1,0
Canadian citizen,41,Manitoba,Some university,A woman,3,9,ndp,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,63,Quebec,Bachelor's degree,A woman,5,0,Don't know/ Prefer not to answer,39999,NA,2,0,0
Canadian citizen,60,Quebec,Some university,A woman,8,10,Don't know/ Prefer not to answer,67000,NA,5,0,0
Canadian citizen,39,Ontario,Bachelor's degree,A woman,8,9,ndp,88000,NA,NA,0,0
Canadian citizen,36,Quebec,Completed secondary/ high school,A man,0,NA,Bloc Québécois,42000,NA,NA,0,0
Canadian citizen,26,Manitoba,Completed secondary/ high school,A woman,8,7,ndp,29000,NA,6,0,0
Canadian citizen,27,British Columbia,"Completed technical, community college, CEGEP, College Classique",A woman,3,7,Don't know/ Prefer not to answer,NA,"$30,001 to $60,000",3,0,0
Canadian citizen,43,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Conservative Party,63000,NA,NA,0,1
Canadian citizen,33,Ontario,Bachelor's degree,A woman,0,10,Liberal Party,67000,NA,NA,1,0
Canadian citizen,82,Ontario,Some secondary/ high school,A man,2,10,Conservative Party,NA,"$90,001 to $110,000",8,0,1
Canadian citizen,54,Ontario,Some secondary/ high school,A woman,9,3,Liberal Party,12000,NA,8,1,0
Canadian citizen,54,Manitoba,Bachelor's degree,A woman,NA,NA,Green Party,140000,NA,NA,0,0
Canadian citizen,45,Ontario,Bachelor's degree,A woman,2,9,People's Party,47000,NA,NA,0,0
Canadian citizen,53,Ontario,Completed secondary/ high school,A man,10,0,Liberal Party,60000,NA,NA,1,0
Canadian citizen,30,Ontario,Professional degree or doctorate,A woman,7,2,Green Party,73000,NA,5,0,0
Canadian citizen,21,Ontario,Some university,A woman,4,6,People's Party,NA,"$60,001 to $90,000",NA,0,0
Canadian citizen,32,Saskatchewan,"Some technical, community college, CEGEP, College Classique",A woman,1,8,Conservative Party,100000,NA,7,0,1
Canadian citizen,72,Ontario,Bachelor's degree,A man,2,9,Conservative Party,103000,NA,9,0,1
Canadian citizen,60,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,3,8,Green Party,85000,NA,NA,0,0
Canadian citizen,64,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,4,8,Liberal Party,90000,NA,3,1,0
Canadian citizen,58,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,0,10,Liberal Party,79000,NA,2,1,0
Canadian citizen,28,British Columbia,Completed secondary/ high school,A woman,NA,NA,ndp,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,71,Ontario,Completed secondary/ high school,A man,9,3,Liberal Party,NA,"$90,001 to $110,000",NA,1,0
Canadian citizen,61,Ontario,Some university,A woman,2,10,Green Party,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,32,Ontario,Bachelor's degree,A woman,3,10,Liberal Party,145000,NA,1,1,0
Canadian citizen,29,Alberta,Some university,A man,4,8,Conservative Party,140000,NA,NA,0,1
Canadian citizen,68,Ontario,Master's degree,A woman,2,10,Liberal Party,150000,NA,NA,1,0
Canadian citizen,52,Alberta,Master's degree,A man,0,6,Conservative Party,49000,NA,NA,0,1
Canadian citizen,56,Ontario,Some university,A man,NA,NA,Liberal Party,129000,NA,NA,1,0
Canadian citizen,49,Quebec,Completed secondary/ high school,A man,NA,NA,Green Party,47000,NA,NA,0,0
Canadian citizen,32,Ontario,Bachelor's degree,A man,NA,NA,Green Party,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,70,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,3,9,Conservative Party,46000,NA,NA,0,1
Canadian citizen,63,Alberta,"Completed technical, community college, CEGEP, College Classique",A man,0,9,Conservative Party,NA,"$30,001 to $60,000",8,0,1
Canadian citizen,69,British Columbia,Bachelor's degree,A man,7,4,ndp,60100,NA,NA,0,0
Canadian citizen,25,Ontario,Some university,A woman,3,7,Don't know/ Prefer not to answer,NA,"$90,001 to $110,000",NA,0,0
Canadian citizen,63,Quebec,Completed secondary/ high school,A woman,7,10,Liberal Party,150000,NA,NA,1,0
Canadian citizen,60,Ontario,Completed secondary/ high school,A woman,NA,NA,Conservative Party,NA,"$60,001 to $90,000",NA,0,1
Canadian citizen,44,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,10,0,Liberal Party,32000,NA,5,1,0
Canadian citizen,71,Newfoundland and Labrador,Completed secondary/ high school,A woman,6,3,Don't know/ Prefer not to answer,32000,NA,NA,0,0
Canadian citizen,31,Ontario,Bachelor's degree,A man,5,8,Liberal Party,75000,NA,NA,1,0
Canadian citizen,29,Ontario,Bachelor's degree,A man,8,7,Green Party,50000,NA,8,0,0
Canadian citizen,29,Yukon,Professional degree or doctorate,A man,10,8,Green Party,35,NA,9,0,0
Canadian citizen,57,British Columbia,Completed secondary/ high school,A woman,3,8,ndp,42000,NA,5,0,0
Canadian citizen,58,Newfoundland and Labrador,Some secondary/ high school,A woman,NA,NA,Conservative Party,NA,"$30,001 to $60,000",10,0,1
Canadian citizen,66,Alberta,"Some technical, community college, CEGEP, College Classique",A woman,3,10,Conservative Party,54000,NA,4,0,1
Canadian citizen,18,Ontario,Some secondary/ high school,A woman,NA,10,ndp,NA,"$1 to $30,000",NA,0,0
Canadian citizen,30,Ontario,Bachelor's degree,A man,3,7,Liberal Party,45000,NA,4,1,0
Canadian citizen,22,Ontario,Bachelor's degree,A woman,1,10,Conservative Party,110000,NA,5,0,1
Canadian citizen,20,British Columbia,Completed secondary/ high school,A man,0,10,Liberal Party,NA,"$60,001 to $90,000",NA,1,0
Canadian citizen,62,Alberta,Bachelor's degree,A man,2,6,Conservative Party,25000,NA,4,0,1
Canadian citizen,67,Quebec,Bachelor's degree,A man,4,8,Bloc Québécois,58000,NA,NA,0,0
Canadian citizen,70,Quebec,Some university,A woman,0,10,Liberal Party,12500,NA,NA,1,0
Canadian citizen,56,Manitoba,Some university,A woman,2,10,Liberal Party,100000,NA,4,1,0
Canadian citizen,61,British Columbia,"Completed technical, community college, CEGEP, College Classique",A woman,8,9,ndp,18000,NA,6,0,0
Canadian citizen,33,Alberta,"Some technical, community college, CEGEP, College Classique",A man,4,8,Conservative Party,80000,NA,NA,0,1
Canadian citizen,56,British Columbia,Professional degree or doctorate,A man,3,7,Conservative Party,NA,"$150,001 to $200,000",NA,0,1
Canadian citizen,33,Ontario,Master's degree,A man,9,10,Green Party,81000,NA,NA,0,0
Canadian citizen,54,Quebec,Some university,A woman,1,9,Conservative Party,100000,NA,NA,0,1
Canadian citizen,65,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",A man,0,NA,Conservative Party,NA,"$1 to $30,000",NA,0,1
Canadian citizen,68,Quebec,Some university,A man,9,3,Liberal Party,94000,NA,NA,1,0
Canadian citizen,58,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",A woman,10,3,Liberal Party,30000,NA,NA,1,0
Canadian citizen,48,Quebec,Completed secondary/ high school,A woman,4,4,Liberal Party,50000,NA,6,1,0
Canadian citizen,59,Ontario,Bachelor's degree,A woman,9,4,Liberal Party,NA,Don't know/ Prefer not to answer,6,1,0
Canadian citizen,76,British Columbia,"Some technical, community college, CEGEP, College Classique",A man,2,2,Conservative Party,NA,"$30,001 to $60,000",NA,0,1
Canadian citizen,36,Alberta,Some university,A woman,0,NA,Conservative Party,59000,NA,NA,0,1
Canadian citizen,61,Ontario,"Some technical, community college, CEGEP, College Classique",A man,NA,NA,Conservative Party,100000,NA,NA,0,1
Canadian citizen,23,British Columbia,Completed secondary/ high school,A woman,NA,NA,ndp,13000,NA,NA,0,0
Canadian citizen,29,Ontario,Completed secondary/ high school,A man,4,10,ndp,56000,NA,0,0,0
Canadian citizen,31,Ontario,Professional degree or doctorate,A woman,5,9,ndp,125000,NA,2,0,0
Canadian citizen,34,British Columbia,Master's degree,A man,7,7,Green Party,40000,NA,7,0,0
Canadian citizen,19,Ontario,Completed secondary/ high school,A man,10,1,Liberal Party,NA,No income,NA,1,0
Canadian citizen,30,New Brunswick,Bachelor's degree,A woman,5,5,Don't know/ Prefer not to answer,100000,NA,5,0,0
Canadian citizen,70,Ontario,Completed secondary/ high school,A woman,5,5,Liberal Party,56000,NA,NA,1,0
Canadian citizen,76,British Columbia,Completed secondary/ high school,A man,2,8,Conservative Party,85000,NA,8,0,1
Canadian citizen,28,British Columbia,Bachelor's degree,A woman,1,2,ndp,85000,NA,NA,0,0
Canadian citizen,33,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,10,0,Liberal Party,70000,NA,10,1,0
Canadian citizen,67,Quebec,"Some technical, community college, CEGEP, College Classique",A woman,NA,NA,Bloc Québécois,NA,"$1 to $30,000",NA,0,0
Canadian citizen,29,New Brunswick,Bachelor's degree,A man,9,10,Green Party,30000,NA,NA,0,0
Canadian citizen,79,Manitoba,Completed secondary/ high school,A woman,0,10,Conservative Party,20000,NA,NA,0,1
Canadian citizen,75,Quebec,Some secondary/ high school,A man,5,5,Bloc Québécois,50000,NA,5,0,0
Canadian citizen,68,British Columbia,"Some technical, community college, CEGEP, College Classique",A man,4,9,Liberal Party,120000,NA,4,1,0
Canadian citizen,45,Alberta,"Completed technical, community college, CEGEP, College Classique",A man,10,0,Liberal Party,120000,NA,NA,1,0
Canadian citizen,45,Alberta,Completed secondary/ high school,A woman,0,10,Conservative Party,55000,NA,NA,0,1
Canadian citizen,40,Newfoundland and Labrador,Some university,A woman,0,10,ndp,NA,"$1 to $30,000",NA,0,0
Canadian citizen,36,Alberta,"Completed technical, community college, CEGEP, College Classique",A woman,NA,5,Conservative Party,150000,NA,NA,0,1
Canadian citizen,31,British Columbia,Master's degree,A man,5,7,ndp,140000,NA,4,0,0
Canadian citizen,58,Alberta,"Completed technical, community college, CEGEP, College Classique",A woman,1,7,Conservative Party,NA,"$1 to $30,000",2,0,1
Canadian citizen,65,Alberta,Bachelor's degree,A woman,4,7,Don't know/ Prefer not to answer,145000,NA,3,0,0
Canadian citizen,66,Ontario,Bachelor's degree,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",2,10,Liberal Party,NA,"$60,001 to $90,000",NA,1,0
Canadian citizen,68,Ontario,Bachelor's degree,A man,NA,NA,Conservative Party,64000,NA,5,0,1
Canadian citizen,68,British Columbia,Professional degree or doctorate,A man,4,6,Another party (please specify),79000,NA,5,0,0
Canadian citizen,66,British Columbia,Some university,A man,5,9,Liberal Party,79000,NA,3,1,0
Canadian citizen,71,Ontario,Completed secondary/ high school,A man,2,7,Conservative Party,252000,NA,6,0,1
Canadian citizen,28,Ontario,Bachelor's degree,A woman,4,7,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,60,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,8,4,Liberal Party,70000,NA,NA,1,0
Canadian citizen,40,British Columbia,Bachelor's degree,A woman,NA,NA,Green Party,NA,"$60,001 to $90,000",6,0,0
Canadian citizen,37,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,12000,NA,8,0,0
Canadian citizen,44,Ontario,Bachelor's degree,A woman,6,10,Green Party,NA,"$60,001 to $90,000",2,0,0
Canadian citizen,47,New Brunswick,Master's degree,A woman,8,10,Liberal Party,150000,NA,NA,1,0
Canadian citizen,64,Manitoba,Bachelor's degree,A woman,7,8,Green Party,72000,NA,NA,0,0
Canadian citizen,31,Ontario,Some university,A man,6,6,ndp,12000,NA,4,0,0
Canadian citizen,49,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Green Party,60000,NA,NA,0,0
Canadian citizen,40,Alberta,"Completed technical, community college, CEGEP, College Classique",A woman,1,6,Conservative Party,NA,Don't know/ Prefer not to answer,NA,0,1
Canadian citizen,46,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,5,10,Liberal Party,40000,NA,2,1,0
Canadian citizen,44,British Columbia,Bachelor's degree,A woman,NA,NA,Don't know/ Prefer not to answer,100000,NA,4,0,0
Canadian citizen,66,Ontario,Completed secondary/ high school,A woman,3,10,Liberal Party,94500,NA,2,1,0
Canadian citizen,72,Alberta,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Conservative Party,100000,NA,NA,0,1
Canadian citizen,74,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,2,2,ndp,24000,NA,5,0,0
Canadian citizen,72,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,4,7,Conservative Party,49000,NA,5,0,1
Canadian citizen,35,Ontario,Bachelor's degree,A woman,3,10,ndp,95000,NA,NA,0,0
Canadian citizen,26,Quebec,Completed secondary/ high school,A man,6,NA,Don't know/ Prefer not to answer,NA,"$1 to $30,000",3,0,0
Canadian citizen,63,British Columbia,Completed secondary/ high school,A woman,10,NA,Green Party,140000,NA,1,0,0
Canadian citizen,45,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,NA,0,ndp,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,34,Manitoba,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Conservative Party,140000,NA,NA,0,1
Canadian citizen,61,Manitoba,"Some technical, community college, CEGEP, College Classique",A man,4,9,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,46,British Columbia,Completed secondary/ high school,A man,0,6,Conservative Party,100000,NA,NA,0,1
Canadian citizen,39,Alberta,Some university,A man,6,6,Conservative Party,NA,"$30,001 to $60,000",7,0,1
Canadian citizen,30,Ontario,Bachelor's degree,A woman,4,7,ndp,78000,NA,NA,0,0
Canadian citizen,49,Ontario,Bachelor's degree,A man,4,7,Don't know/ Prefer not to answer,180000,NA,1,0,0
Canadian citizen,45,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,99000,NA,NA,0,0
Canadian citizen,34,Ontario,Master's degree,A woman,2,8,Conservative Party,100000,NA,8,0,1
Canadian citizen,75,Ontario,Bachelor's degree,A man,6,7,Liberal Party,91000,NA,NA,1,0
Canadian citizen,67,Alberta,Some university,A woman,2,8,Conservative Party,23000,NA,NA,0,1
Canadian citizen,27,Saskatchewan,Bachelor's degree,A woman,5,8,Conservative Party,140000,NA,NA,0,1
Canadian citizen,70,Alberta,"Some technical, community college, CEGEP, College Classique",A man,0,9,Conservative Party,42000,NA,NA,0,1
Canadian citizen,45,Ontario,Bachelor's degree,A woman,4,3,Don't know/ Prefer not to answer,NA,"$30,001 to $60,000",4,0,0
Canadian citizen,62,British Columbia,Completed secondary/ high school,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",5,0,ndp,38000,NA,NA,0,0
Canadian citizen,61,Alberta,"Some technical, community college, CEGEP, College Classique",A man,3,10,Conservative Party,99000,NA,10,0,1
Canadian citizen,63,Alberta,Bachelor's degree,A woman,NA,10,Conservative Party,30000,NA,NA,0,1
Canadian citizen,57,British Columbia,"Some technical, community college, CEGEP, College Classique",A woman,NA,NA,Green Party,85000,NA,NA,0,0
Canadian citizen,35,Alberta,Completed secondary/ high school,A woman,6,8,Conservative Party,40000,NA,NA,0,1
Canadian citizen,63,Ontario,Completed secondary/ high school,A woman,NA,10,Conservative Party,NA,"$60,001 to $90,000",NA,0,1
Canadian citizen,75,British Columbia,"Completed technical, community college, CEGEP, College Classique",A man,7,6,Conservative Party,52000,NA,5,0,1
Canadian citizen,54,Quebec,Some secondary/ high school,A man,1,8,Bloc Québécois,23,NA,NA,0,0
Canadian citizen,34,British Columbia,Master's degree,A woman,1,9,People's Party,35000,NA,NA,0,0
Canadian citizen,70,British Columbia,"Completed technical, community college, CEGEP, College Classique",A woman,7,8,Green Party,38000,NA,NA,0,0
Canadian citizen,51,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,5,8,Green Party,14000,NA,NA,0,0
Canadian citizen,39,Manitoba,Master's degree,A man,5,5,Green Party,120000,NA,NA,0,0
Canadian citizen,22,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,2,6,Liberal Party,50000,NA,4,1,0
Canadian citizen,29,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,0,10,ndp,5000,NA,2,0,0
Canadian citizen,31,Alberta,Completed secondary/ high school,A woman,1,5,People's Party,NA,"$1 to $30,000",NA,0,0
Canadian citizen,34,Ontario,Completed secondary/ high school,A woman,NA,NA,Don't know/ Prefer not to answer,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,63,British Columbia,"Completed technical, community college, CEGEP, College Classique",A man,5,0,Don't know/ Prefer not to answer,24000,NA,NA,0,0
Canadian citizen,25,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,ndp,NA,"$1 to $30,000",NA,0,0
Canadian citizen,67,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,7,7,Conservative Party,36000,NA,NA,0,1
Canadian citizen,90,Ontario,Master's degree,A woman,6,9,Liberal Party,41000,NA,NA,1,0
Canadian citizen,62,Ontario,Bachelor's degree,A woman,1,0,ndp,50000,NA,5,0,0
Canadian citizen,57,Ontario,Master's degree,A man,6,2,Liberal Party,120000,NA,NA,1,0
