sex,age,province,education,citizenship_status,income_respondent
Male,77.8,Ontario,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,56,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Female,61.5,New Brunswick,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,64.8,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$125,000 and more"
Female,30.3,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Valid skip,"Less than $25,000"
Male,56.8,Saskatchewan,High school diploma or a high school equivalency certificate,By birth,"$75,000 to $99,999"
Male,50.8,Quebec,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Female,70.5,British Columbia,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,29,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"Less than $25,000"
Male,64.8,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,37.3,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,70.5,Quebec,Trade certificate or diploma,By birth,"Less than $25,000"
Male,73.3,British Columbia,"College, CEGEP or other non-university certificate or di...",Valid skip,"Less than $25,000"
Male,37.3,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Female,66.3,Ontario,"University certificate, diploma or degree above the bach...",By birth,"$75,000 to $99,999"
Female,37.3,Alberta,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,50.3,Nova Scotia,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,33.9,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,61.2,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,61.1,Quebec,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,80,New Brunswick,University certificate or diploma below the bachelor's level,By birth,"$25,000 to $49,999"
Female,16.6,Ontario,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,45.2,Ontario,"University certificate, diploma or degree above the bach...",By naturalization,"Less than $25,000"
Female,79,Newfoundland and Labrador,"NA",By birth,"Less than $25,000"
Female,52.1,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Male,50.3,Ontario,"College, CEGEP or other non-university certificate or di...",By naturalization,"$100,000 to $ 124,999"
Female,40.4,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,80,Quebec,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,73.1,Ontario,"University certificate, diploma or degree above the bach...",By birth,"$125,000 and more"
Female,20.1,Ontario,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,29.6,Ontario,"College, CEGEP or other non-university certificate or di...",By naturalization,"$25,000 to $49,999"
Female,71.3,Saskatchewan,Trade certificate or diploma,By birth,"Less than $25,000"
Female,72.9,Ontario,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,74.4,Ontario,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,65.4,New Brunswick,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Male,64.9,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,17.6,Alberta,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,41.8,Ontario,University certificate or diploma below the bachelor's level,By birth,"$100,000 to $ 124,999"
Female,53.3,Prince Edward Island,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Female,80,New Brunswick,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,58.3,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,59.2,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,67.3,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,60.6,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$125,000 and more"
Male,31.6,Quebec,"University certificate, diploma or degree above the bach...",By birth,"$75,000 to $99,999"
Female,74.9,Nova Scotia,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,49.8,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"$100,000 to $ 124,999"
Male,33.7,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$125,000 and more"
Female,71,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Female,61.1,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Male,57.6,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,16,British Columbia,University certificate or diploma below the bachelor's level,By birth,"Less than $25,000"
Male,33.8,Alberta,High school diploma or a high school equivalency certificate,By naturalization,"$50,000 to $74,999"
Female,71.2,Quebec,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,45.5,Alberta,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,58.3,British Columbia,University certificate or diploma below the bachelor's level,By birth,"$50,000 to $74,999"
Female,74.6,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,68.8,British Columbia,"University certificate, diploma or degree above the bach...",By birth,"$125,000 and more"
Female,38.9,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Valid skip,"$25,000 to $49,999"
Male,66.3,Saskatchewan,High school diploma or a high school equivalency certificate,By birth,"$100,000 to $ 124,999"
Female,66.3,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Male,21.1,Ontario,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,51.3,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,44.4,Alberta,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,77.3,British Columbia,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,80,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,76.3,Ontario,"University certificate, diploma or degree above the bach...",By naturalization,"$100,000 to $ 124,999"
Male,57.2,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$75,000 to $99,999"
Male,25.5,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,47.8,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Female,80,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,60.5,Alberta,"College, CEGEP or other non-university certificate or di...",By naturalization,"$100,000 to $ 124,999"
Female,61.6,Quebec,"University certificate, diploma or degree above the bach...",By birth,"$25,000 to $49,999"
Male,63.4,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"$125,000 and more"
Female,43.5,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$100,000 to $ 124,999"
Male,52.3,Ontario,"University certificate, diploma or degree above the bach...",By birth,"$100,000 to $ 124,999"
Male,18.8,British Columbia,High school diploma or a high school equivalency certificate,Valid skip,"Less than $25,000"
Male,43.5,Quebec,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Female,80,Ontario,High school diploma or a high school equivalency certificate,By naturalization,"$25,000 to $49,999"
Female,66.2,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"Less than $25,000"
Male,40.8,New Brunswick,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Male,50.7,Alberta,"College, CEGEP or other non-university certificate or di...",Valid skip,"$25,000 to $49,999"
Female,70.3,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,50.7,Ontario,"NA",By naturalization,"$50,000 to $74,999"
Male,63.2,Alberta,Trade certificate or diploma,By birth,"$125,000 and more"
Male,56.7,British Columbia,High school diploma or a high school equivalency certificate,By naturalization,"$50,000 to $74,999"
Female,77.5,New Brunswick,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,32.9,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,72.5,Manitoba,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Male,64.3,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,63.5,British Columbia,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,18.5,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,30.8,Quebec,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Female,80,Newfoundland and Labrador,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,39,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Male,77.2,British Columbia,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,25.7,Nova Scotia,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Male,54.3,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Female,64.2,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Male,59.6,Manitoba,"University certificate, diploma or degree above the bach...",By birth,"$75,000 to $99,999"
Female,51.3,Newfoundland and Labrador,Trade certificate or diploma,By birth,"$100,000 to $ 124,999"
Female,28.3,British Columbia,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,27.8,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Male,80,Ontario,Trade certificate or diploma,By naturalization,"$25,000 to $49,999"
Male,69.9,Quebec,High school diploma or a high school equivalency certificate,By birth,"$75,000 to $99,999"
Male,45.5,Ontario,High school diploma or a high school equivalency certificate,By birth,"$75,000 to $99,999"
Female,55.3,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,58.7,Quebec,University certificate or diploma below the bachelor's level,By birth,"$25,000 to $49,999"
Female,55.5,New Brunswick,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,41.2,Quebec,High school diploma or a high school equivalency certificate,By birth,"$100,000 to $ 124,999"
Female,45.1,Ontario,"College, CEGEP or other non-university certificate or di...",By naturalization,"Less than $25,000"
Male,25.8,Prince Edward Island,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Male,78.3,Nova Scotia,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Male,41.5,Quebec,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,80,Ontario,University certificate or diploma below the bachelor's level,By birth,"$50,000 to $74,999"
Female,36.1,New Brunswick,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,67.1,Quebec,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Female,68.3,Ontario,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,79.9,Saskatchewan,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Male,49.3,Ontario,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,70.2,British Columbia,Less than high school diploma or its equivalent,Valid skip,"Less than $25,000"
Female,44.9,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,30.6,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Female,55.8,Ontario,"University certificate, diploma or degree above the bach...",Valid skip,"$125,000 and more"
Female,44.9,Quebec,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Female,54.4,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Female,78.3,Ontario,High school diploma or a high school equivalency certificate,By naturalization,"$25,000 to $49,999"
Female,22.9,Ontario,"College, CEGEP or other non-university certificate or di...",Valid skip,"Less than $25,000"
Male,36.1,Newfoundland and Labrador,Trade certificate or diploma,By birth,"$100,000 to $ 124,999"
Female,60.3,Alberta,"University certificate, diploma or degree above the bach...",By naturalization,"$50,000 to $74,999"
Male,73.3,Newfoundland and Labrador,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
